'kang'gan'ling 抗感灵
'qing'hun'tang 清魂汤
'qing'hun'shang 清魂汤
'yi'an'shi 怡安适
'guan'bai'fu'zi 关白附子
'bai'yu'gao'yao 白玉膏药
'wan'fei'yin 完肺饮
'zhu'she'yong'ya'an'pei'nan 注射用亚胺培南
'liu'suan'gua'yi'ding'pian 硫酸胍乙啶片
'e'lv'hua 萼绿华
'e'lu'hua 萼绿华
'xuan'feng'huan'ji'san 宣风换肌散
'rong'mao'zhen'nan 绒毛桢楠
'fu'jie 腹结
'fu'kang'shuang 肤康霜
'wei'chang'ning 胃肠宁
'ri'shu'an'shi 日舒安湿
'leng'zhi'wei'mao 棱枝卫矛
'ling'zhi'wei'mao 棱枝卫矛
'leng'qi'wei'mao 棱枝卫矛
'ling'qi'wei'mao 棱枝卫矛
'hu'li'san 虎力散
'tie'yao 贴药
'kang'yuan 康媛
'wei'chang'an 胃肠安
'ling'zhi'jun'he'ji 灵芝菌合剂
'xin'hui 囟会
'xin'kuai 囟会
'yi'zhi'ren'pian 益智仁片
'di'fu'yin 地肤饮
'gu'xian'san 固涎散
'bu'diao'mu 不凋木
'fou'diao'mu 不凋木
'li'fu'ning 立肤宁
'bu'fang'wan 补方丸
'xia'ku'cao'ke'li 夏枯草颗粒
'shui'zhu'ping'wei'san 水煮平胃散
'tiao'wei'yang'rong'tang 调卫养荣汤
'diao'wei'yang'rong'tang 调卫养荣汤
'tiao'wei'yang'rong'shang 调卫养荣汤
'diao'wei'yang'rong'shang 调卫养荣汤
'hua'mei'cao 画眉草
'hu'bei'bei'mu 湖北贝母
'zhu'she'yong'yan'suan'rui'fen 注射用盐酸瑞芬
'er'lv'kui'lin'suan 二氯喹啉酸
'chen'shu'chang 陈淑长
'chen'shu'zhang 陈淑长
'liu'hua'san 榴花散
'zhu'she'yong'qu'jia'ban'mao'suan'na 注射用去甲斑蝥酸钠
'gui'suan'zhu'lv'sai'dun 癸酸珠氯噻吨
'lin'suan'na'yan'guan'chang'ye 磷酸钠盐灌肠液
'yang'xue'yu'feng 养血愈风
'qi'bai'ting'zi'gao 七白挺子膏
'lv'fen'huang'min'pian 氯芬黄敏片
'da'ku 大苦
'jie're'xiao'yan'jiao'nang 解热消炎胶囊
'sao'ri'lao'qing'fei'zhi'ke'jiao'nang 扫日劳清肺止咳胶囊
'fu'fang'yan'suan'wei'ma'huang'jian'huan'shi'jiao'nang 复方盐酸伪麻黄碱缓释胶囊
'yan'suan'yi'bian'hai'ming 盐酸乙苄海明
'yin'du'da'ma 印度大麻
'ying'biao'de'guo'feng'you'jing 鹰标德国风油精
'yan'suan'zuo'xuan'mi'zuo'chang 盐酸左旋咪唑肠
'sang'chong'wan 桑虫丸
'liu'suan'he'tang'mei'su'zhu'she'ye 硫酸核糖霉素注射液
'la'yang'tou'bao'na 拉氧头孢钠
'shi'ba'wei'du'juan 十八味杜鹃
'lin'suan'qing'gai'pian 磷酸氢钙片
'jing'jie'sui'san 荆芥穗散
'xiao'bai'ding 消百酊
'ben'yang'ding'qing'mei'su 苯氧丁青霉素
'ding'an'ka'na'mei'su 丁胺卡那霉素
'shu'gan'li'pi'yu'yang'tang 疏肝理脾愈疡汤
'shu'gan'li'pi'yu'yang'shang 疏肝理脾愈疡汤
'sou'zheng'wan 搜症丸
'gan'xi'kou'fu'ye 肝喜口服液
'la'chang'guo 腊肠果
'xiong'huang'san 芎黄散
'chen'xiang'nei'bu'wan 沉香内补丸
'chen'xiang'na'bu'wan 沉香内补丸
'bai'cao'shuang'san 百草霜散
'shi'er'wei'qi'xiao'tang'san 十二味奇效汤散
'shi'er'wei'qi'xiao'shang'san 十二味奇效汤散
'suan'zao'ren'ke'li 酸枣仁颗粒
'liu'suan'te'bu'ta'lin 硫酸特布他林
'men'dong'an'suan'jia'mei'pian 门冬氨酸钾镁片
'fu'fang'shi'hu'pian 复方石斛片
'ru'pi'an'xiao 乳癖安消
'dian'deng'hua 电灯花
'zhu'she'yong'mei'luo'pei'nan 注射用美罗培南
'zhu'she'yong'mei'luo'pei'na 注射用美罗培南
'jia'wei'qing'pi'yin 加味清脾饮
'tai'mo 台蘑
'jia'wei'san'bu'wan 加味三补丸
'ma'ren'san 麻仁散
'shan'zha'jiang'ya'jiao'nang 山楂降压胶囊
'lan'wei 阑尾
'xian'ling'pi'jin'jiu'fang 仙灵脾浸酒方
'yan'suan'lv'lei'ta'ding'pian 盐酸氯雷他定片
'fu'fang'ren'shen'yi'shen'jiao 复方人参益肾胶
'bai'biao 白藨
'bai'pao 白藨
'fu'fang'qing'da'mei'su'mo 复方庆大霉素膜
'can'shao'tang 参芍汤
'shen'shao'tang 参芍汤
'cen'shao'tang 参芍汤
'san'shao'tang 参芍汤
'can'shao'shang 参芍汤
'shen'shao'shang 参芍汤
'cen'shao'shang 参芍汤
'san'shao'shang 参芍汤
'yong'tan'tang 涌痰汤
'chong'tan'tang 涌痰汤
'yong'tan'shang 涌痰汤
'chong'tan'shang 涌痰汤
'qiao'rui'su 鞘蕊苏
'shao'rui'su 鞘蕊苏
'hei'dan'tang 黑疸汤
'hei'dan'shang 黑疸汤
'an'xue'yin 安血饮
'qiu'yin 蚯蚓
'fa'zhen'zi'cao'san 发疹紫草散
'pi'fen 脾粉
'shu'fu'tie'gao 舒腹贴膏
'shui'lang'qi 水狼萁
'zeng'bu'sheng'feng'tang 增补省风汤
'zeng'bu'xing'feng'tang 增补省风汤
'zeng'bu'sheng'feng'shang 增补省风汤
'zeng'bu'xing'feng'shang 增补省风汤
'ding'teng'san 定疼散
'qian'lie'tai'wan 前列泰丸
'ci'shi'ji'ni'wan 磁石荠苨丸
'ci'shi'qi'ni'wan 磁石荠苨丸
'qing'wei'bao'zhong'tang 清胃保中汤
'qing'wei'bao'zhong'shang 清胃保中汤
'kang'shen'wan 康肾丸
'jia'shen 佳申
'fu'nv'tiao'jing'gao 妇女调经膏
'yan'suan'mi'tuo'en'kun'pu 盐酸米托蒽醌葡
'dang'di'ling 荡涤灵
'ting'li'fu'ling'san 葶苈茯苓散
'huang'hua'di'tao'hua 黄花地桃花
'zhi'zi'dou'chi'tang 栀子豆豉汤
'zhi'zi'dou'chi'shang 栀子豆豉汤
'tian'zhu'zi 天竺子
'jie'gu'xu'jin'yao'gao 接骨续筋药膏
'yan'suan'mi'tuo'en'kun 盐酸米托蒽醌
'qing're'xie'huo 清热泻火
'yang'xue'qu'feng'run'zao'tang 养血祛风润燥汤
'yang'xue'qu'feng'run'zao'shang 养血祛风润燥汤
'jie'du'shao'shang'ruan'gao 解毒烧伤软膏
'shi'tan'tang 湿痰汤
'shi'tan'shang 湿痰汤
'pu'la'luo'fen 普拉洛芬
'gui'hua'die'da 桂花跌打
'he'wei'er'chen'jian 和胃二陈煎
'hu'wei'er'chen'jian 和胃二陈煎
'huo'wei'er'chen'jian 和胃二陈煎
'fu'fang'e'jiao'jiao'nang 复方阿胶胶囊
'fu'fang'a'jiao'jiao'nang 复方阿胶胶囊
'shen'zhen'shi'jia'tai'yao'ye 深圳市佳泰药业
'bie'jia'jian'wan 鳖甲煎丸
'chun'chu 椿樗
'lv'fen'dai'yin 氯芬待因
'wu'shi'cha 午时茶
'sheng'fa'ling 生发灵
'fen'shuang'san 粉霜散
'jie'li'shu 杰力纾
'yin'si'san 银丝散
'feng'tan'ru'luo'zheng 风痰入络证
'feng'tan'ru'lao'zheng 风痰入络证
'san'wu'jiao 三乌胶
'can'mei'yang'wei'chong'ji 参梅养胃冲剂
'shen'mei'yang'wei'chong'ji 参梅养胃冲剂
'cen'mei'yang'wei'chong'ji 参梅养胃冲剂
'san'mei'yang'wei'chong'ji 参梅养胃冲剂
'san'ceng'qie'xiang'wan 三层茄香丸
'san'ceng'jia'xiang'wan 三层茄香丸
'ma'huang'yin'qi'tang 麻黄引气汤
'ma'huang'yin'qi'shang 麻黄引气汤
'yi'xian'ban'guang'an'suan'ke'li 乙酰半胱氨酸颗粒
'chai'hu'zhen'ke 柴胡镇咳
'chi'jin'san 赤金散
'yi'an'xin 依安欣
'xing'ban'gua'lou'wan 星半瓜蒌丸
'an'shen'zhen'xin'wan 安神镇心丸
'er'qiu'bing'huang'na'zhu'she 二巯丙磺钠注射
'bao'gan'cha 保肝茶
'shui'niu'jiao'nong'suo'fen 水牛角浓缩粉
'dang'shen'er'ya'tang 党参二芽汤
'dang'shen'er'ya'shang 党参二芽汤
'shuang'lv'fen'suan'na'li'duo 双氯芬酸钠利多
'chuan'xiong'rou'gui'tang 川芎肉桂汤
'chuan'xiong'rou'gui'shang 川芎肉桂汤
'qu'yang'ma'huang'jian 去氧麻黄碱
'yi'yin'jian 一阴煎
'su'pu'sha 速扑杀
'jin'lu'yuan 金露圆
'jin'lou'yuan 金露圆
'cha'jian'ma'huang'jian'jiao'nang 茶碱麻黄碱胶囊
'ke'la'zuo 可拉佐
'jiang'xi'nan'chang'sang'hai'zhi 江西南昌桑海制
'yan'suan'ke'lun'te'luo'shuan 盐酸克仑特罗栓
'yi'mu'cao'ke'li 益母草颗粒
'fu'huo'er'qi'dan 伏火二气丹
'jiu'fei'yin 救肺饮
'gui'mo'tang 归沫汤
'gui'mo'shang 归沫汤
'sheng'gu'ling 生骨灵
'ying'er'bao'fei'ning'san 婴儿保肺宁散
'lv'lan'hua 绿兰花
'lu'lan'hua 绿兰花
'xiao'mai'miao 小麦苗
'jia'ti'sha'xing'di'yan'ye 加替沙星滴眼液
'shai'zi'hua 筛子花
'shou'bing'chan'ji'dan 守病缠疾丹
'er'jia'mi 二甲醚
'an'ben'ya'ding 胺苯丫啶
'suan'du'wan 蒜肚丸
'xiang'fu'wan 香附丸
'gui'zhi'fu'ling'tang 桂枝茯苓汤
'gui'zhi'fu'ling'shang 桂枝茯苓汤
'shu'xie'ning'zhu'she'ye'yin 舒血宁注射液银
'ji'tong'ke'ke'jian'lv'hua 己酮可可碱氯化
'bei'he'shi 北鹤虱
'mi'an'se'lin 米安色林
'mi'an'shai'lin 米安色林
'yan'suan'ding'lo'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'lo'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'luo'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'ge'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'ka'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'lo'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'luo'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'ge'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'ding'ka'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'lo'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'luo'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'ge'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'ka'di'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'luo'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'ge'de'er'jiao 盐酸丁咯地尔胶
'yan'suan'zheng'ka'de'er'jiao 盐酸丁咯地尔胶
'shuang'yang'hou'bi'tong 双羊喉痹通
'jian'shi'xue 间使穴
'kou'qiang'yi'sheng 口腔医生
'jia'jian'teng'huang'yin'zi 加减藤黄饮子
'ju'hong'pian 橘红片
'an'lin'lin'mao'jue 暗鳞鳞毛蕨
'bai'hua'huo'xue'die'da'gao 百花活血跌打膏
'er'shi'wu'wei'yao 二十五味药
'qing're'dao'tan'tang 清热导痰汤
'qing're'dao'tan'shang 清热导痰汤
'bai'hu'jiao 白胡椒
'dian'fei'zi 滇榧子
'qing'zi'yin 青紫饮
'niu'huang'qing'nao'kai'qiao 牛黄清脑开窍
'wa'long'wan 瓦垄丸
'xiong'huang'jie'du'san 雄黄解毒散
'can'ha'ping'chuan'jiao'nang 参蛤平喘胶囊
'shen'ha'ping'chuan'jiao'nang 参蛤平喘胶囊
'cen'ha'ping'chuan'jiao'nang 参蛤平喘胶囊
'san'ha'ping'chuan'jiao'nang 参蛤平喘胶囊
'can'ge'ping'chuan'jiao'nang 参蛤平喘胶囊
'shen'ge'ping'chuan'jiao'nang 参蛤平喘胶囊
'cen'ge'ping'chuan'jiao'nang 参蛤平喘胶囊
'san'ge'ping'chuan'jiao'nang 参蛤平喘胶囊
'nuo'mi'shan'yao'zhou 糯米山药粥
'tan'du'jian 痰毒煎
'tan'dai'jian 痰毒煎
'fu'lv'xi'lin'na'jiao'nang 氟氯西林钠胶囊
'tai'pan'zu'zhi'ye'zhu'she 胎盘组织液注射
'ling'nan'hong'hua'you 岭南红花油
'shi're'yong'zhi'zheng 湿热壅滞证
'ke'mian 刻免
'pu'lu'li'sha'xing'pian 普卢利沙星片
'kang'gu'zeng'sheng'kou'fu'ye 抗骨增生口服液
'cang'gui'wan 苍龟丸
'cang'jun'wan 苍龟丸
'cang'qiu'wan 苍龟丸
'tou'bao'qiang'qing'bian'ke'li 头孢羟氢苄颗粒
'can'sha'chuan'xiong'zao'cha 蚕沙川芎枣茶
'jiu'mu'dan 救母丹
'huang'lian'zhu'du'wan 黄连猪肚丸
'e'zhang'feng'jin'ji 鹅掌疯浸剂
'yi'pu'la'tong'pian 依普拉酮片
'li'yu 蠡鱼
'tu'xun 兔蕈
'kou'beng'pian 口崩片
'zhu'fei'tang 煮肺汤
'zhu'fei'shang 煮肺汤
'jin'chan'san 金蝉散
'yi'suo'ge'la'ding 伊索格拉啶
'xi'bao'se'su'chang'rong'pian 细胞色素肠溶片
'ge'jie'jiu'chuan'dan 蛤蚧救喘丹
'ha'jie'jiu'chuan'dan 蛤蚧救喘丹
'fu'fang'she'xiang'liu'zhi 复方麝香柳酯
'shan'xi'gong'da'zhi'yao'you 陕西功达制药有
'yin'zi'dan'shen 银紫丹参
'xiao'wu'chen'tang 小乌沉汤
'xiao'wu'chen'shang 小乌沉汤
'zhui'chong'dan 追虫丹
'dui'chong'dan 追虫丹
'yi'xian'ban'guang'an'suan'pian 乙酰半胱氨酸片
'zhi'huan'du'ce'ding'fa 置换度测定法
'zhi'huan'duo'ce'ding'fa 置换度测定法
'shui'rong'zhi 水溶纸
'nan'gua'zi'an'suan 南瓜子氨酸
'sheng'ma'he'qi'yin 升麻和气饮
'sha'ba'te 沙芭特
'qi'xian'cao 七仙草
'que'ci'chun'huan'bing'yun'tong 炔雌醇环丙孕酮
'yi'tong'ke'ke'jian'pu'tao 已酮可可碱葡萄
'ding'xiang'ren'shen'san 丁香人参散
'jie'du'cheng'qi'tang 解毒承气汤
'bu'yin'ping'fei'tang 补阴平肺汤
'bu'yin'ping'fei'shang 补阴平肺汤
'bei'shu 备疏
'jing'zhi'qing'hua'zhi'wu'you 精制氢化植物油
'gan'fu'le'jiao'nang 肝复乐胶囊
'gan'fu'yue'jiao'nang 肝复乐胶囊
'gan'fu'lao'jiao'nang 肝复乐胶囊
'ling'pi'rou'gui'jiu 灵脾肉桂酒
'yan'suan'bu'ke'li'qin 盐酸布克力嗪
'ying'zi'tong 罂子桐
'gong'li'ning 宫丽咛
'ji'shu'tiao'guo 鸡树条果
'si'zhi'bu'ren 四肢不仁
'yang'jing'gu 羊胫骨
'xiang'jing'gu 羊胫骨
'yi'an'ben'bing'tong 乙胺苯丙酮
'fu'long'gan 伏龙肝
'mei'mai'gao'ben 美脉藁本
'mei'mo'gao'ben 美脉藁本
'qu'yao'san 驱疟散
'yin'bai'gan'yan'chong'ji 茵白肝炎冲剂
'huang'hua'hao'zi 黄花蒿子
'wu'fu'xin'nao'qing'ruan'jiao'nang 五福心脑清软胶囊
'ke'chuan'an'kou'fu'ye 咳喘安口服液
'li'xue'tang 理血汤
'li'xie'tang 理血汤
'li'xue'shang 理血汤
'li'xie'shang 理血汤
'niu'dou'yi'miao'jie'zhong'jia'tu'yan'zheng'pi'fu'ti'qu'wu'pian 牛痘疫苗接种家兔炎症皮肤提取物片
'qing'pi'gan'lu'yin 清脾甘露饮
'er'shi'wei'jin'tang'san 二十味金汤散
'tong'xie'ning'ke'li 痛泻宁颗粒
'fu'fang'huang'teng 复方黄藤
'fu'fang'shi'chan'jian 复方石蝉煎
'fu'fang'dan'chan'jian 复方石蝉煎
'fu'fang're'fu 复方热敷
'fang'feng'tong'sheng'san 防风通圣散
'biao'li'tang 表里汤
'biao'li'shang 表里汤
'fu'fang'di'long'jiao'nang 复方地龙胶囊
'jiu'yi'ti'du'san 九一提毒散
'jiu'yi'di'du'san 九一提毒散
'jiu'yi'ti'dai'san 九一提毒散
'jiu'yi'di'dai'san 九一提毒散
'xuan'lu 悬颅
'bu'di'nai'de'bi'pen'wu 布地奈德鼻喷雾
'fu'zi'yang'qi'tang 附子养气汤
'fu'zi'yang'qi'shang 附子养气汤
'yu'ji'san 玉肌散
'dao'ning'chun'yang'dan 道宁纯阳丹
'zao'jia'jian'wan 皂荚煎丸
'zhong'jing'wei'ling'pian 仲景胃灵片
'fu'xiao'mai 浮小麦
'deng'hua'gao 灯花膏
'yang'xue'yu'feng'jiu 养血愈风酒
'run'fei'san 润肺散
'liu'ling'han'pian 六灵含片
'lu'ling'han'pian 六灵含片
'qing'shen'yin'ke'li 清身饮颗粒
'qian'min'tang 千缗汤
'qian'min'shang 千缗汤
'mai'kao'fen'suan 麦考酚酸
'jing'gan'jiao'nang 荆感胶囊
'er'zei'dai'huang'san 二贼大黄散
'yi'fu'mi'chuan'bo'yun'long'guang'san 益府秘传拨云龙光散
'jiang'kou'tang 姜蔻汤
'jiang'kou'shang 姜蔻汤
'xiao'gan'ge'gan'san 消疳革肝散
'xiao'gan'ji'gan'san 消疳革肝散
'ke'cuo'yin'tong 克痤隐酮
'zhu'yu'tang 茱萸汤
'zhu'yu'shang 茱萸汤
'ba'wei'shi'liu'san 八味石榴散
'di'chang'tang 涤肠汤
'di'chang'shang 涤肠汤
'fu'ma'suan'ya'tie'duo'ku'zhi'na'jiao'nang 富马酸亚铁多库酯钠胶囊
'xiao'er'an'fen'na'min'ke'li 小儿氨酚那敏颗粒
'xiao'er'an'fen'ne'min'ke'li 小儿氨酚那敏颗粒
'xiao'er'an'fen'nei'min'ke'li 小儿氨酚那敏颗粒
'zhu'she'yong'wei'ku'xiu'an 注射用维库溴铵
'xiu'yan'liao'wu'wei'zi 岫岩辽五味子
'huang'qin'liu'yi'wan 黄芩六一丸
'shen'chang'san 神菖散
'bai'hu'zhi'zi 白胡枝子
'yin'xu'xue'zao'zheng 阴虚血燥证
'yin'xu'xie'zao'zheng 阴虚血燥证
'tong'mai'ning'xin'tang 通脉宁心汤
'tong'mai'ning'xin'shang 通脉宁心汤
'wei'gai'ju'jue'pian 维钙咀嚼片
'a'qi'mei'su'jiao'nang 阿奇霉素胶囊
'qing'huo'zhi'mai'pian'bao'mo 清火栀麦片薄膜
'qing'huo'zhi'mai'pian'bo'mo 清火栀麦片薄膜
'huan'lin'xian'gan'zhu'she'ye 环磷腺苷注射液
'ku'shen'jian'zhu'she'ye 苦参碱注射液
'yue'huang'gao 月黄膏
'yan'suan'fu'gui'li'qin'di'wan 盐酸氟桂利嗪滴丸
'qing'fei'hua'tan'tang 清肺化痰汤
'qing'fei'hua'tan'shang 清肺化痰汤
'jin'zhu'zhang'lu'jiao'shuang'wan 金主杖鹿角霜丸
'xie'ming 谢鸣
'da'huo'luo'jiao'nang 大活络胶囊
'da'huo'lao'jiao'nang 大活络胶囊
'jin'ye'guo'lu'huang 金叶过路黄
'hai'tong'pi'xi'ji 海桐皮洗剂
'bi'pai'suan'jiao'nang 吡哌酸胶囊
'pi'pai'suan'jiao'nang 吡哌酸胶囊
'zhu'ti'hui'wan 猪蹄灰丸
'duo'shuo'qu'wei'xian 多蒴曲尾藓
'duo'shuo'qu'yi'xian 多蒴曲尾藓
'ling'xiao'hua'gen'wan 凌霄花根丸
'cu'zhu'xiang'fu'wan 醋煮香附丸
'gong'mi'gao 宫糜膏
'gong'mei'gao 宫糜膏
'hu'po'suan'ya'tie'ke'li 琥珀酸亚铁颗粒
'qi'men 气门
'liu'wei'yin 六味饮
'an'shui'cha 安睡茶
'shu'jin'huo'luo'yao'gao 舒筋活络药膏
'jin'kui'an 金喹安
'si'dai'jue 丝带蕨
'guan'xin'qi'wei 冠心七味
'hai'xi'gao'san 海犀膏散
'fu'kang'pian 福康片
'bo'gu'cao 驳骨草
'lan'xiang'xi'zhu'she'ye 榄香烯注射液
'chuan'yu'feng'han'yun'ji 川郁风寒熨剂
'chuan'yu'feng'han'yu'ji 川郁风寒熨剂
'ding'hu'san'jian'tang 丁胡三建汤
'zheng'hu'san'jian'tang 丁胡三建汤
'ding'hu'san'jian'shang 丁胡三建汤
'zheng'hu'san'jian'shang 丁胡三建汤
'sa're'da'peng 萨热大鹏
'cang'er'zi'san 苍耳子散
'lu'mi'song 卤米松
'jian'ze'xie 建泽泻
'sheng'neng 圣能
'sheng'nai 圣能
'hong'lan'hua'tang 红蓝花汤
'hong'lan'hua'shang 红蓝花汤
'xin'tai 欣泰
'an'long'xiang'ke'ke 安龙香科科
'le'ge'wang'ju'jue'pian 了哥王咀嚼片
'liao'ge'wang'ju'jue'pian 了哥王咀嚼片
'yang'rong'run'chang'shu'kou'fu 养荣润肠舒口服
'kong'sha'shen 空沙参
'mi'nuo'di'er'rong'ye 米诺地尔溶液
'suo'cao 莎草
'sha'cao 莎草
'zhu'she'yong'ku'shen'su 注射用苦参素
'san'qi'hua'zhi'wan 三七化痔丸
'yang'jin'hua'ding 洋金花酊
'ding'xiang'luo'le'you 丁香罗勒油
'gu'yu'bu'shen'wan 古宇补肾丸
'tian'jing'bu'shen 添精补肾
'huang'bai'jiang'jiao'tang 黄柏姜椒汤
'huang'bai'jiang'jiao'shang 黄柏姜椒汤
'shen'xian'yi'huang'san 神仙一黄散
'yan'suan'ke'le'ding'di'wan 盐酸可乐定滴丸
'xi'luo'mo'si 西罗莫司
'xi'luo'mu'si 西罗莫司
'tong'jing'miao'ling'wan 通经妙灵丸
'zhi'ke'li'jiang 止咳梨桨
'ke'li'mai'xian 可利迈仙
'xie'fei'tong'qiao'tang 泻肺通窍汤
'xie'fei'tong'qiao'shang 泻肺通窍汤
'yan'suan'lai'an'suan'zhu'she 盐酸赖氨酸注射
'ge'lie'kui'tong 格列喹酮
'ka'ma'xi'ping'huan'shi'jiao'nang 卡马西平缓释胶囊
'she'xiang'die'da 麝香跌打
'dong'mian'he'ji'er'hao 冬眠合剂二号
'ao'sha'zuo'lun 奥沙唑仑
'yu'sha'zuo'lun 奥沙唑仑
'jiang'bai'san 姜柏散
'jiang'bo'san 姜柏散
'xiong'dan'shu'gan'li'dan'jiao 熊胆舒肝利胆胶
'ao'wei'mei 奥维美
'yu'wei'mei 奥维美
'zhu'yi'gun'tan'wan 朱衣滚痰丸
'ke'bi'ling'hua'tan'zhi'ke 咳必灵化痰止咳
'hai'bi'ling'hua'tan'zhi'ke 咳必灵化痰止咳
'zhu'she'yong'ya'xi'ya'jia'ji'er'lin'suan'yan 注射用亚锡亚甲基二膦酸盐
'fu'fang'gan'lu'chun'zhu'she 复方甘露醇注射
'xiao'er'pu'lin'fan'san'gai 小儿葡磷泛三钙
'can'lu 蚕鹿
'gan'lu'shi'ba'wei'jiang'xiang'wan 甘露十八味降香丸
'ku'lian'san 苦楝散
'ma'huang'jia'shu'tang 麻黄加术汤
'ma'huang'jia'zhu'tang 麻黄加术汤
'ma'huang'jia'shu'shang 麻黄加术汤
'ma'huang'jia'zhu'shang 麻黄加术汤
'zhi'tong'hua'zheng'jiao'nang 止痛化癥胶囊
'nuan'shen'zhu'huo'tang 暖肾助火汤
'nuan'shen'chu'huo'tang 暖肾助火汤
'nuan'shen'zhu'huo'shang 暖肾助火汤
'nuan'shen'chu'huo'shang 暖肾助火汤
'lin'dui'di'di'ti 邻对滴滴涕
'yan'suan'hai'suo'na'lin'pian 盐酸海索那林片
'yan'suan'hai'suo'ne'lin'pian 盐酸海索那林片
'yan'suan'hai'suo'nei'lin'pian 盐酸海索那林片
'jia'jian'tui'chi'san 加减退赤散
'zhe'shu'jing'ye 柘树茎叶
'jia'wei'long'hu'san 加味龙虎散
'shen'gai'tie'xian'jue 肾盖铁线蕨
'shen'ge'tie'xian'jue 肾盖铁线蕨
'shen'he'tie'xian'jue 肾盖铁线蕨
'qiang'ben'bing'an 羟苯丙胺
'yin'zhi'huang'pian 茵栀黄片
'bai'hua'pu'gong'ying 白花蒲公英
'chuan'huang'kou'fu'ye 川黄口服液
'shi'san'wei'ma'lin'san 十三味马蔺散
'lai'fu'yi'dao'su'zhu'she'ye 赖脯胰岛素注射液
'lai'pu'yi'dao'su'zhu'she'ye 赖脯胰岛素注射液
'huang'shi'zhou 黄蓍粥
'huang'shi'yu 黄蓍粥
'ze'qi'zhu'yu'tang 泽漆茱萸汤
'shi'qi'zhu'yu'tang 泽漆茱萸汤
'ze'qi'zhu'yu'shang 泽漆茱萸汤
'shi'qi'zhu'yu'shang 泽漆茱萸汤
'chu'ye'tang 楮叶汤
'chu'xie'tang 楮叶汤
'chu'ye'shang 楮叶汤
'chu'xie'shang 楮叶汤
'wan'su'ping'pian 万苏平片
'mo'su'ping'pian 万苏平片
'tang'li'zhi'ye 棠梨枝叶
'yi'xiang'san 异香散
'ben'yi'jing 苯乙肼
'hong'shi'fei'er'wan 洪氏肥儿丸
'a'ben 阿苯
'e'ben 阿苯
'xiang'zhi'tang 香芷汤
'xiang'zhi'shang 香芷汤
'cheng'du'di'ao'zhi'yao'ji 成都地奥制药集
'cheng'du'de'ao'zhi'yao'ji 成都地奥制药集
'cheng'du'di'yu'zhi'yao'ji 成都地奥制药集
'cheng'du'de'yu'zhi'yao'ji 成都地奥制药集
'xiao'lu'hui'wan 小芦荟丸
'e'ping'cao 峨屏草
'e'bing'cao 峨屏草
'shi'liu'wei'xiao'ke 十六味消渴
'ge'gen'yin'zi 葛根饮子
'zhang'bao 獐宝
'chi'ye'tie'xian'lian 齿叶铁线莲
'chi'xie'tie'xian'lian 齿叶铁线莲
'fu'fang'huang'qin'pian 复方黄芩片
'qi'dong'yi'xin 芪冬颐心
'sheng'jiang'fu'chen 升降浮沉
'an'ji'suan'gao'gai'pian 氨基酸高钙片
'jia'an'die'ling'zhu'she'ye 甲氨蝶呤注射液
'qu'ma'duo'huan'shi'jiao'nang 曲马多缓释胶囊
'gui'yuan'san 归原散
'fu'cao'san 腐草散
'wu'qia'bei'mu 乌恰贝母
'di'fen'zi'gan'su'gai'zhu 低分子肝素钙注
'ma'shi'shu'yang'tang 麻石抒阳汤
'ma'shi'shu'yang'shang 麻石抒阳汤
'ti'hu'zhi'you 鹈鹕脂油
'a'xi'luo'wei'zhu'she'ye 阿昔洛韦注射液
'huang'da'gan'gui'na'zhu'she'ye 磺达肝癸钠注射液
'wei'xiang'san 魏香散
'can'hui'san 蚕灰散
'qin'gui'huo'luo'kou'fu'ye 秦归活络口服液
'dan'zhen'tou'tong'jiao'nang 丹珍头痛胶囊
'bai'su'zi 白苏子
'gu'ben'ke'chuan'ke'li 固本咳喘颗粒
'fu'fang'ge'gen'qing'lv'sai'qin'pian 复方葛根氢氯噻嗪片
'yan'hou'ning 咽喉宁
'can'hu'zuo'jin'tang 参斛左金汤
'shen'hu'zuo'jin'tang 参斛左金汤
'cen'hu'zuo'jin'tang 参斛左金汤
'san'hu'zuo'jin'tang 参斛左金汤
'ji'an'ji'luo 鸡安记罗
'mo'gu'xun 蘑菰蕈
'guan'bai'fu 关白附
'ci'li'ye 刺梨叶
'ci'li'xie 刺梨叶
'die'da'tu'xie'yin 跌打吐血饮
'die'da'tu'xue'yin 跌打吐血饮
'hai'ma'shu'huo 海马舒活
'xiao'ai'ping'kou'fu'ye 消癌平口服液
'he'shi 鹤虱
